DateTime , Elasped_Time(sec) , CH 5 , CH 6 , CH 7 , CH 8 , CH 8-2 , CH 8-3 , CH 9 , CH 10 
2020-05-07 05-27-05 ,10243,113.4,197.3,0,-1954.93,1497.89,46397.725,8.68,15
2020-05-07 05-27-06 ,10244,107.2,196.6,0,-1945.25,1507.57,46407.405,9.68,15
2020-05-07 05-27-07 ,10245,108.6,197,0,-1935.25,1517.57,46417.405,10,15
2020-05-07 05-27-08 ,10246,111.6,197.2,0,-1926.87,1525.95,46425.785,8.38,15
2020-05-07 05-27-09 ,10247,113.3,197.1,0,-1917.58,1535.24,46435.075,9.29,15
2020-05-07 05-27-10 ,10248,111.2,196.9,0,-1909.24,1543.58,46443.415,8.34,15
2020-05-07 05-27-11 ,10249,105,196.6,0,-1901.19,1551.63,46451.465,8.05,15
2020-05-07 05-27-12 ,10250,108.7,196.9,0,-1893.2,1559.62,46459.455,7.99,15
2020-05-07 05-27-13 ,10251,112,197.3,0,-1886.38,1566.44,46466.275,6.82,15
2020-05-07 05-27-14 ,10252,112.4,197.3,0,-1879.84,1572.98,46472.815,6.54,15
2020-05-07 05-27-15 ,10253,107.4,196.4,0,-1872.49,1580.33,46480.165,7.35,15
2020-05-07 05-27-16 ,10254,105.8,196.7,0,-1862.29,1590.53,46490.365,10.2,15
2020-05-07 05-27-17 ,10255,109.7,196.8,0,-1854.17,1598.65,46498.485,8.12,15
2020-05-07 05-27-18 ,10256,116.2,196.9,0,-1845.45,1607.37,46507.205,8.72,15
2020-05-07 05-27-19 ,10257,117.3,196.9,0,-1836.45,1616.37,46516.205,9,15
2020-05-07 05-27-20 ,10258,108.9,196.2,0,-1826.79,1626.03,46525.865,9.66,15
2020-05-07 05-27-21 ,10259,107.9,196.6,0,-1817.69,1635.13,46534.965,9.1,15
2020-05-07 05-27-22 ,10260,112.9,196.7,0,-1809.28,1643.54,46543.375,8.41,15
2020-05-07 05-27-23 ,10261,118.2,197,0,-1801.7,1651.12,46550.955,7.58,15
2020-05-07 05-27-24 ,10262,115.8,196.5,0,-1794.89,1657.93,46557.765,6.81,15
2020-05-07 05-27-25 ,10263,109,196.3,0,-1785.35,1667.47,46567.305,9.54,15
2020-05-07 05-27-26 ,10264,112.4,196.6,0,-1777.49,1675.33,46575.165,7.86,15
2020-05-07 05-27-27 ,10265,117.5,196.9,0,-1769.8,1683.02,46582.855,7.69,15
2020-05-07 05-27-28 ,10266,124,196.9,0,-1764.13,1688.69,46588.525,5.67,15
2020-05-07 05-27-29 ,10267,116.8,196.3,0,-1756.53,1696.29,46596.125,7.6,15
2020-05-07 05-27-30 ,10268,112,196.2,0,-1748.44,1704.38,46604.215,8.09,15
2020-05-07 05-27-31 ,10269,111.6,196.7,0,-1740.77,1712.05,46611.885,7.67,15
2020-05-07 05-27-32 ,10270,115.3,197.2,0,-1733.67,1719.15,46618.985,7.1,15
2020-05-07 05-27-33 ,10271,119.4,197.1,0,-1727.7,1725.12,46624.955,5.97,15
2020-05-07 05-27-34 ,10272,117.4,196.1,0,-1718.74,1734.08,46633.915,8.96,15
2020-05-07 05-27-35 ,10273,110.1,196.3,0,-1710.47,1742.35,46642.185,8.27,15
2020-05-07 05-27-36 ,10274,112.9,197.2,0,-1703.78,1749.04,46648.875,6.69,15
2020-05-07 05-27-37 ,10275,113.4,196.7,0,-1697.18,1755.64,46655.475,6.6,15
2020-05-07 05-27-38 ,10276,119.1,196.6,0,-1689.79,1763.03,46662.865,7.39,15
2020-05-07 05-27-39 ,10277,114.1,196.1,0,-1682.41,1770.41,46670.245,7.38,15
2020-05-07 05-27-40 ,10278,112.7,196.8,0,-1675.77,1777.05,46676.885,6.64,15
2020-05-07 05-27-41 ,10279,113.8,197.5,0,-1669.98,1782.84,46682.675,5.79,15
2020-05-07 05-27-42 ,10280,115.7,196.9,0,-1663.49,1789.33,46689.165,6.49,15
2020-05-07 05-27-43 ,10281,114.4,196.7,0,-1657.12,1795.7,46695.535,6.37,15
2020-05-07 05-27-44 ,10282,117.4,196.2,0,-1648.73,1804.09,46703.925,8.39,15
2020-05-07 05-27-45 ,10283,116.8,196.9,0,-1640.74,1812.08,46711.915,7.99,15
2020-05-07 05-27-46 ,10284,119,196.9,0,-1634.71,1818.11,46717.945,6.03,15
2020-05-07 05-27-47 ,10285,114.3,196.1,0,-1624.46,1828.36,46728.195,10.25,15
2020-05-07 05-27-48 ,10286,123.2,195.5,0,-1614.04,1838.78,46738.615,10.42,15
2020-05-07 05-27-49 ,10287,128.8,195.9,0,-1602.72,1850.1,46749.935,11.32,15
2020-05-07 05-27-50 ,10288,126.8,196.3,0,-1594.41,1858.41,46758.245,8.31,15
2020-05-07 05-27-51 ,10289,119.1,196.4,0,-1586.74,1866.08,46765.915,7.67,15
2020-05-07 05-27-52 ,10290,124.9,196.2,0,-1577.4,1875.42,46775.255,9.34,15
2020-05-07 05-27-53 ,10291,122.7,195.9,0,-1568.88,1883.94,46783.775,8.52,15
2020-05-07 05-27-54 ,10292,119.3,196.4,0,-1561.04,1891.78,46791.615,7.84,15
2020-05-07 05-27-55 ,10293,118.5,196.8,0,-1553.89,1898.93,46798.765,7.15,15
2020-05-07 05-27-56 ,10294,121.6,196.6,0,-1547.77,1905.05,46804.885,6.12,15
2020-05-07 05-27-57 ,10295,120.6,196,0,-1540.5,1912.32,46812.155,7.27,15
2020-05-07 05-27-58 ,10296,116.3,196,0,-1531.11,1921.71,46821.545,9.39,15
2020-05-07 05-27-59 ,10297,117.8,196.4,0,-1523.31,1929.51,46829.345,7.8,15
2020-05-07 05-28-00 ,10298,120.9,197,0,-1516.18,1936.64,46836.475,7.13,15
2020-05-07 05-28-01 ,10299,121.3,196.8,0,-1509.46,1943.36,46843.195,6.72,15
2020-05-07 05-28-02 ,10300,115.8,195.7,0,-1500.03,1952.79,46852.625,9.43,15
2020-05-07 05-28-03 ,10301,112.5,195.9,0,-1490.49,1962.33,46862.165,9.54,15
2020-05-07 05-28-04 ,10302,116.2,196.5,0,-1481.73,1971.09,46870.925,8.76,15
2020-05-07 05-28-05 ,10303,121,196.6,0,-1473.18,1979.64,46879.475,8.55,15
2020-05-07 05-28-06 ,10304,121.5,196.4,0,-1464.71,1988.11,46887.945,8.47,15
2020-05-07 05-28-07 ,10305,115.7,196.1,0,-1455.3,1997.52,46897.355,9.41,15
2020-05-07 05-28-08 ,10306,110.2,196.4,0,-1446.5,2006.32,46906.155,8.8,15
2020-05-07 05-28-09 ,10307,113.3,196.9,0,-1438.29,2014.53,46914.365,8.21,15
2020-05-07 05-28-10 ,10308,116.9,197,0,-1432.91,2019.91,46919.745,5.38,15
2020-05-07 05-28-11 ,10309,118.8,196.6,0,-1426.46,2026.36,46926.195,6.45,15
2020-05-07 05-28-12 ,10310,106.1,196.5,0,-1418.62,2034.2,46934.035,7.84,15
2020-05-07 05-28-13 ,10311,109.1,196.8,0,-1412.68,2040.14,46939.975,5.94,15
2020-05-07 05-28-14 ,10312,114,196.9,0,-1406.66,2046.16,46945.995,6.02,15
2020-05-07 05-28-15 ,10313,116.5,196.8,0,-1399.83,2052.99,46952.825,6.83,15
2020-05-07 05-28-16 ,10314,113.6,196.2,0,-1391.55,2061.27,46961.105,8.28,15
2020-05-07 05-28-17 ,10315,105.1,196.7,0,-1383.47,2069.35,46969.185,8.08,15
2020-05-07 05-28-18 ,10316,109.6,196.8,0,-1377.33,2075.49,46975.325,6.14,15
2020-05-07 05-28-19 ,10317,114.7,197.4,0,-1372.11,2080.71,46980.545,5.22,15
2020-05-07 05-28-20 ,10318,113.8,197.1,0,-1367.12,2085.7,46985.535,4.99,15
2020-05-07 05-28-21 ,10319,107.9,196.4,0,-1359.9,2092.92,46992.755,7.22,15
2020-05-07 05-28-22 ,10320,103.9,196.6,0,-1353.8,2099.02,46998.855,6.1,15
2020-05-07 05-28-23 ,10321,107.3,197,0,-1348.67,2104.15,47003.985,5.13,15
2020-05-07 05-28-24 ,10322,110.5,197.2,0,-1343.93,2108.89,47008.725,4.74,15
2020-05-07 05-28-25 ,10323,110.5,196.6,0,-1336.94,2115.88,47015.715,6.99,15
2020-05-07 05-28-26 ,10324,107.5,196.7,0,-1331.61,2121.21,47021.045,5.33,15
2020-05-07 05-28-27 ,10325,104.4,196.7,0,-1326.51,2126.31,47026.145,5.1,15
2020-05-07 05-28-28 ,10326,109.5,197.1,0,-1321.7,2131.12,47030.955,4.81,15
2020-05-07 05-28-29 ,10327,114.2,197.2,0,-1317.76,2135.06,47034.895,3.94,15
2020-05-07 05-28-30 ,10328,109.3,196.6,0,-1311.68,2141.14,47040.975,6.08,15
2020-05-07 05-28-31 ,10329,107.2,196.8,0,-1305.57,2147.25,47047.085,6.11,15
2020-05-07 05-28-32 ,10330,106.6,197.3,0,-1301.85,2150.97,47050.805,3.72,0
2020-05-07 05-28-33 ,10331,110.8,197.7,0,-1298.59,2154.23,47054.065,3.26,0
2020-05-07 05-28-34 ,10332,109.9,197.3,0,-1295.22,2157.6,47057.435,3.37,0
2020-05-07 05-28-35 ,10333,105.9,196.8,0,-1291.24,2161.58,47061.415,3.98,0
2020-05-07 05-28-36 ,10334,106.7,196.8,0,-1287.07,2165.75,47065.585,4.17,0
2020-05-07 05-28-37 ,10335,105.6,197.2,0,-1282.74,2170.08,47069.915,4.33,0
2020-05-07 05-28-38 ,10336,108.8,197.5,0,-1279.58,2173.24,47073.075,3.16,0
2020-05-07 05-28-39 ,10337,109,197.1,0,-1276.64,2176.18,47076.015,2.94,0
2020-05-07 05-28-40 ,10338,106.9,196.9,0,-1271.9,2180.92,47080.755,4.74,0
2020-05-07 05-28-41 ,10339,108,197.3,0,-1267.54,2185.28,47085.115,4.36,0
2020-05-07 05-28-42 ,10340,106.6,197.5,0,-1264.76,2188.06,47087.895,2.78,0
2020-05-07 05-28-43 ,10341,108.3,197.6,0,-1261.75,2191.07,47090.905,3.01,0
2020-05-07 05-28-44 ,10342,108.2,197,0,-1258.65,2194.17,47094.005,3.1,0
2020-05-07 05-28-45 ,10343,105.2,197.2,0,-1253.84,2198.98,47098.815,4.81,0
2020-05-07 05-28-46 ,10344,106.2,197.1,0,-1248.26,2204.56,47104.395,5.58,0
2020-05-07 05-28-47 ,10345,107.3,197.4,0,-1245.61,2207.21,47107.045,2.65,0
2020-05-07 05-28-48 ,10346,106.8,197.3,0,-1242.56,2210.26,47110.095,3.05,0
2020-05-07 05-28-49 ,10347,106.2,196.8,0,-1237.98,2214.84,47114.675,4.58,0
2020-05-07 05-28-50 ,10348,106.7,197.1,0,-1232.67,2220.15,47119.985,5.31,0
2020-05-07 05-28-51 ,10349,106.5,197.4,0,-1229.12,2223.7,47123.535,3.55,0
2020-05-07 05-28-52 ,10350,108.2,197.6,0,-1226.82,2226,47125.835,2.3,0
2020-05-07 05-28-53 ,10351,108.7,197.2,0,-1224.43,2228.39,47128.225,2.39,0
2020-05-07 05-28-54 ,10352,104.8,196.9,0,-1219.38,2233.44,47133.275,5.05,0
2020-05-07 05-28-55 ,10353,104.1,197.2,0,-1215.01,2237.81,47137.645,4.37,0
2020-05-07 05-28-56 ,10354,105.1,197.5,0,-1211.95,2240.87,47140.705,3.06,0
2020-05-07 05-28-57 ,10355,107.7,197.6,0,-1209.17,2243.65,47143.485,2.78,0
2020-05-07 05-28-58 ,10356,106,197.1,0,-1206.12,2246.7,47146.535,3.05,0
2020-05-07 05-28-59 ,10357,101.4,197.2,0,-1200.54,2252.28,47152.115,5.58,0
2020-05-07 05-29-00 ,10358,107.2,197.1,0,-1196.38,2256.44,47156.275,4.16,0
2020-05-07 05-29-01 ,10359,107.5,197.6,0,-1193.24,2259.58,47159.415,3.14,0
2020-05-07 05-29-02 ,10360,108.3,197.4,0,-1191.21,2261.61,47161.445,2.03,0
2020-05-07 05-29-03 ,10361,104.5,197,0,-1185.89,2266.93,47166.765,5.32,0
2020-05-07 05-29-04 ,10362,101.9,197.1,0,-1182.46,2270.36,47170.195,3.43,0
2020-05-07 05-29-05 ,10363,107.1,197.1,0,-1178.15,2274.67,47174.505,4.31,0
2020-05-07 05-29-06 ,10364,109.6,197.5,0,-1175.7,2277.12,47176.955,2.45,0
2020-05-07 05-29-07 ,10365,109.4,197.1,0,-1171.43,2281.39,47181.225,4.27,0
2020-05-07 05-29-08 ,10366,104.1,196.8,0,-1166.62,2286.2,47186.035,4.81,0
2020-05-07 05-29-09 ,10367,104.5,196.6,0,-1162.4,2290.42,47190.255,4.22,0
2020-05-07 05-29-10 ,10368,111.2,197.1,0,-1158.43,2294.39,47194.225,3.97,0
2020-05-07 05-29-11 ,10369,112.2,197.5,0,-1155.4,2297.42,47197.255,3.03,0
2020-05-07 05-29-12 ,10370,108.9,196.6,0,-1152.2,2300.62,47200.455,3.2,0
2020-05-07 05-29-13 ,10371,104.9,196.9,0,-1147.41,2305.41,47205.245,4.79,0
2020-05-07 05-29-14 ,10372,104.6,196.5,0,-1142.9,2309.92,47209.755,4.51,0
2020-05-07 05-29-15 ,10373,109.8,197.3,0,-1139.35,2313.47,47213.305,3.55,0
2020-05-07 05-29-16 ,10374,109.8,197.1,0,-1136.28,2316.54,47216.375,3.07,0
2020-05-07 05-29-17 ,10375,104.3,196.8,0,-1132.12,2320.7,47220.535,4.16,0
2020-05-07 05-29-18 ,10376,102.3,196.9,0,-1128.15,2324.67,47224.505,3.97,0
2020-05-07 05-29-19 ,10377,106.2,196.9,0,-1123.44,2329.38,47229.215,4.71,0
2020-05-07 05-29-20 ,10378,113,197.3,0,-1120.53,2332.29,47232.125,2.91,0
2020-05-07 05-29-21 ,10379,108.5,197,0,-1116.22,2336.6,47236.435,4.31,0
2020-05-07 05-29-22 ,10380,101.6,196.8,0,-1112.67,2340.15,47239.985,3.55,0
2020-05-07 05-29-23 ,10381,105.3,196.6,0,-1107.86,2344.96,47244.795,4.81,0
2020-05-07 05-29-24 ,10382,107.8,196.8,0,-1103.92,2348.9,47248.735,3.94,0
2020-05-07 05-29-25 ,10383,115.3,197,0,-1101.06,2351.76,47251.595,2.86,0
2020-05-07 05-29-26 ,10384,107.3,196.9,0,-1096.73,2356.09,47255.925,4.33,0
2020-05-07 05-29-27 ,10385,103.2,197,0,-1091.19,2361.63,47261.465,5.54,0
2020-05-07 05-29-28 ,10386,108.9,196.4,0,-1085.7,2367.12,47266.955,5.49,0
2020-05-07 05-29-29 ,10387,111.8,197,0,-1081.24,2371.58,47271.415,4.46,0
2020-05-07 05-29-30 ,10388,112.8,197.3,0,-1079.07,2373.75,47273.585,2.17,0
2020-05-07 05-29-31 ,10389,105.2,196.9,0,-1072.81,2380.01,47279.845,6.26,0
2020-05-07 05-29-32 ,10390,102.9,196.7,0,-1069.72,2383.1,47282.935,3.09,0
2020-05-07 05-29-33 ,10391,109.3,196.7,0,-1065.8,2387.02,47286.855,3.92,0
2020-05-07 05-29-34 ,10392,110,197.2,0,-1063.73,2389.09,47288.925,2.07,0
2020-05-07 05-29-35 ,10393,112.4,196.9,0,-1061.95,2390.87,47290.705,1.78,0
2020-05-07 05-29-36 ,10394,103.6,196.8,0,-1057.32,2395.5,47295.335,4.63,0
2020-05-07 05-29-37 ,10395,105.1,196.7,0,-1053.29,2399.53,47299.365,4.03,0
2020-05-07 05-29-38 ,10396,108.6,197.3,0,-1050.22,2402.6,47302.435,3.07,0
2020-05-07 05-29-39 ,10397,111.7,197.4,0,-1048.24,2404.58,47304.415,1.98,0
2020-05-07 05-29-40 ,10398,108.9,197.1,0,-1044.09,2408.73,47308.565,4.15,0
2020-05-07 05-29-41 ,10399,102,196.7,0,-1039.51,2413.31,47313.145,4.58,0
2020-05-07 05-29-42 ,10400,104,197,0,-1036.32,2416.5,47316.335,3.19,0
2020-05-07 05-29-43 ,10401,108.2,197.5,0,-1032.72,2420.1,47319.935,3.6,0
2020-05-07 05-29-44 ,10402,111.4,197.7,0,-1032.01,2420.81,47320.645,0.71,0
2020-05-07 05-29-45 ,10403,104.9,197.1,0,-1028.81,2424.01,47323.845,3.2,0
2020-05-07 05-29-46 ,10404,102.2,197,0,-1024.47,2428.35,47328.185,4.34,0
2020-05-07 05-29-47 ,10405,104.8,197.2,0,-1022.12,2430.7,47330.535,2.35,0
2020-05-07 05-29-48 ,10406,106.9,197.6,0,-1019.25,2433.57,47333.405,2.87,0
2020-05-07 05-29-49 ,10407,111.3,197.5,0,-1017.02,2435.8,47335.635,2.23,0
2020-05-07 05-29-50 ,10408,102,197,0,-1012.38,2440.44,47340.275,4.64,0
2020-05-07 05-29-51 ,10409,105.4,197,0,-1007.93,2444.89,47344.725,4.45,0
2020-05-07 05-29-52 ,10410,108.6,197,0,-1005.87,2446.95,47346.785,2.06,0
2020-05-07 05-29-53 ,10411,111.2,197.5,0,-1003.78,2449.04,47348.875,2.09,0
2020-05-07 05-29-54 ,10412,110.3,197,0,-1001.63,2451.19,47351.025,2.15,0
2020-05-07 05-29-55 ,10413,102.6,196.6,0,-996.44,2456.38,47356.215,5.19,0
2020-05-07 05-29-56 ,10414,107.8,197,0,-991.64,2461.18,47361.015,4.8,0
2020-05-07 05-29-57 ,10415,107.8,197.2,0,-989.27,2463.55,47363.385,2.37,0
2020-05-07 05-29-58 ,10416,110.9,197.3,0,-987.84,2464.98,47364.815,1.43,0
2020-05-07 05-29-59 ,10417,106,196.8,0,-984.86,2467.96,47367.795,2.98,0
2020-05-07 05-30-00 ,10418,100.5,196.8,0,-980.85,2471.97,47371.805,4.01,0
2020-05-07 05-30-01 ,10419,106,197.2,0,-977.38,2475.44,47375.275,3.47,0
2020-05-07 05-30-02 ,10420,107.8,197.3,0,-974.5,2478.32,47378.155,2.88,0
2020-05-07 05-30-03 ,10421,108.4,197.3,0,-971.63,2481.19,47381.025,2.87,0
2020-05-07 05-30-04 ,10422,103.3,196.9,0,-967.04,2485.78,47385.615,4.59,0
2020-05-07 05-30-05 ,10423,103.1,197.2,0,-963.88,2488.94,47388.775,3.16,0
2020-05-07 05-30-06 ,10424,106.4,197.1,0,-958.82,2494,47393.835,5.06,0
2020-05-07 05-30-07 ,10425,108.8,197.2,0,-956.63,2496.19,47396.025,2.19,0
2020-05-07 05-30-08 ,10426,107.8,196.9,0,-953.55,2499.27,47399.105,3.08,0
2020-05-07 05-30-09 ,10427,101.3,196.7,0,-950.1,2502.72,47402.555,3.45,0
2020-05-07 05-30-10 ,10428,103.5,196.8,0,-945.67,2507.15,47406.985,4.43,0
2020-05-07 05-30-11 ,10429,105.9,197,0,-942.51,2510.31,47410.145,3.16,0
2020-05-07 05-30-12 ,10430,108.1,197.4,0,-939.2,2513.62,47413.455,3.31,0
2020-05-07 05-30-13 ,10431,105.2,196.8,0,-936.97,2515.85,47415.685,2.23,0
2020-05-07 05-30-14 ,10432,101.7,196.8,0,-931.99,2520.83,47420.665,4.98,0
2020-05-07 05-30-15 ,10433,105.6,196.7,0,-926.57,2526.25,47426.085,5.42,0
2020-05-07 05-30-16 ,10434,108.7,197.1,0,-923.55,2529.27,47429.105,3.02,0
2020-05-07 05-30-17 ,10435,110.4,197.1,0,-920.46,2532.36,47432.195,3.09,0
2020-05-07 05-30-18 ,10436,105.7,196.6,0,-916.27,2536.55,47436.385,4.19,0
2020-05-07 05-30-19 ,10437,100.8,196.8,0,-911.66,2541.16,47440.995,4.61,0
2020-05-07 05-30-20 ,10438,107,196.9,0,-907.65,2545.17,47445.005,4.01,0
2020-05-07 05-30-21 ,10439,107.8,197.1,0,-904.86,2547.96,47447.795,2.79,0
2020-05-07 05-30-22 ,10440,110.5,196.9,0,-902.09,2550.73,47450.565,2.77,0
2020-05-07 05-30-23 ,10441,103.9,196.8,0,-897.38,2555.44,47455.275,4.71,0
2020-05-07 05-30-24 ,10442,101.5,196.8,0,-893.6,2559.22,47459.055,3.78,0
2020-05-07 05-30-25 ,10443,107,196.9,0,-889.84,2562.98,47462.815,3.76,0
2020-05-07 05-30-26 ,10444,106.7,197.1,0,-887.43,2565.39,47465.225,2.41,0
2020-05-07 05-30-27 ,10445,107.4,196.9,0,-883.18,2569.64,47469.475,4.25,0
2020-05-07 05-30-28 ,10446,101.8,196.6,0,-879.96,2572.86,47472.695,3.22,0
2020-05-07 05-30-29 ,10447,102.8,196.8,0,-874.84,2577.98,47477.815,5.12,0
2020-05-07 05-30-30 ,10448,105.5,196.7,0,-872.7,2580.12,47479.955,2.14,0
2020-05-07 05-30-31 ,10449,109.3,197.3,0,-869.27,2583.55,47483.385,3.43,0
2020-05-07 05-30-32 ,10450,104.6,196.5,0,-865.81,2587.01,47486.845,3.46,0
2020-05-07 05-30-33 ,10451,103.9,196.9,0,-860.65,2592.17,47492.005,5.16,0
2020-05-07 05-30-34 ,10452,104.2,197,0,-858.01,2594.81,47494.645,2.64,0
2020-05-07 05-30-35 ,10453,106.2,197.5,0,-857.1,2595.72,47495.555,0.91,0
2020-05-07 05-30-36 ,10454,109.3,197.6,0,-855.31,2597.51,47497.345,1.79,0
2020-05-07 05-30-37 ,10455,102,197,0,-851.83,2600.99,47500.825,3.48,0
2020-05-07 05-30-38 ,10456,101.1,197,0,-848.9,2603.92,47503.755,2.93,0
2020-05-07 05-30-39 ,10457,106.4,197.3,0,-845.41,2607.41,47507.245,3.49,0
2020-05-07 05-30-40 ,10458,108.5,197.5,0,-844.14,2608.68,47508.515,1.27,0
2020-05-07 05-30-41 ,10459,109.9,197,0,-842.09,2610.73,47510.565,2.05,0
2020-05-07 05-30-42 ,10460,103.7,196.9,0,-838.11,2614.71,47514.545,3.98,0
2020-05-07 05-30-43 ,10461,103.2,196.8,0,-834.37,2618.45,47518.285,3.74,0
2020-05-07 05-30-44 ,10462,107.1,197.2,0,-830.74,2622.08,47521.915,3.63,0
2020-05-07 05-30-45 ,10463,107.8,197.7,0,-829.39,2623.43,47523.265,1.35,0
2020-05-07 05-30-46 ,10464,108.3,196.9,0,-826.94,2625.88,47525.715,2.45,0
2020-05-07 05-30-47 ,10465,101.3,196.9,0,-822.95,2629.87,47529.705,3.99,0
2020-05-07 05-30-48 ,10466,104.3,197,0,-818.97,2633.85,47533.685,3.98,0
2020-05-07 05-30-49 ,10467,106.6,197.3,0,-816.16,2636.66,47536.495,2.81,0
2020-05-07 05-30-50 ,10468,110.5,197.4,0,-814.2,2638.62,47538.455,1.96,0
2020-05-07 05-30-51 ,10469,106.1,196.7,0,-810.73,2642.09,47541.925,3.47,0
2020-05-07 05-30-52 ,10470,102.6,196.7,0,-806.79,2646.03,47545.865,3.94,0
2020-05-07 05-30-53 ,10471,106.9,197,0,-802.93,2649.89,47549.725,3.86,0
2020-05-07 05-30-54 ,10472,109.6,197.3,0,-800.16,2652.66,47552.495,2.77,0
2020-05-07 05-30-55 ,10473,109.4,197.2,0,-797.69,2655.13,47554.965,2.47,0
2020-05-07 05-30-56 ,10474,103.7,197,0,-792.85,2659.97,47559.805,4.84,0
2020-05-07 05-30-57 ,10475,103.4,196.9,0,-789.46,2663.36,47563.195,3.39,0
2020-05-07 05-30-58 ,10476,107,196.9,0,-786.33,2666.49,47566.325,3.13,0
2020-05-07 05-30-59 ,10477,107.9,197.3,0,-784.38,2668.44,47568.275,1.95,0
2020-05-07 05-31-00 ,10478,108.4,196.9,0,-780.05,2672.77,47572.605,4.33,0
2020-05-07 05-31-01 ,10479,103.3,196.7,0,-776.62,2676.2,47576.035,3.43,0
2020-05-07 05-31-02 ,10480,104.7,196.6,0,-773.85,2678.97,47578.805,2.77,0
2020-05-07 05-31-03 ,10481,108.1,196.7,0,-770.12,2682.7,47582.535,3.73,0
2020-05-07 05-31-04 ,10482,111.9,197,0,-767.29,2685.53,47585.365,2.83,0
2020-05-07 05-31-05 ,10483,108.1,196.5,0,-763.14,2689.68,47589.515,4.15,0
2020-05-07 05-31-06 ,10484,105,196.6,0,-758.79,2694.03,47593.865,4.35,0
2020-05-07 05-31-07 ,10485,107.3,196.4,0,-755.36,2697.46,47597.295,3.43,0
2020-05-07 05-31-08 ,10486,108.6,196.7,0,-753.33,2699.49,47599.325,2.03,0
2020-05-07 05-31-09 ,10487,110.6,196.8,0,-749.87,2702.95,47602.785,3.46,0
2020-05-07 05-31-10 ,10488,104,196.4,0,-744.9,2707.92,47607.755,4.97,0
2020-05-07 05-31-11 ,10489,104.5,196.4,0,-740.96,2711.86,47611.695,3.94,0
2020-05-07 05-31-12 ,10490,107,196.5,0,-738.4,2714.42,47614.255,2.56,0
2020-05-07 05-31-13 ,10491,110.1,196.7,0,-735.24,2717.58,47617.415,3.16,0
2020-05-07 05-31-14 ,10492,111.1,196.6,0,-730.71,2722.11,47621.945,4.53,0
2020-05-07 05-31-15 ,10493,103.8,196.6,0,-726.95,2725.87,47625.705,3.76,0
2020-05-07 05-31-16 ,10494,105,196.7,0,-722.35,2730.47,47630.305,4.6,0
2020-05-07 05-31-17 ,10495,107.7,196.7,0,-718.94,2733.88,47633.715,3.41,0
2020-05-07 05-31-18 ,10496,109.3,196.9,0,-717.34,2735.48,47635.315,1.6,0
2020-05-07 05-31-19 ,10497,111.5,196.6,0,-713.16,2739.66,47639.495,4.18,0
2020-05-07 05-31-20 ,10498,101.7,196.5,0,-709.44,2743.38,47643.215,3.72,0
2020-05-07 05-31-21 ,10499,107.6,196.6,0,-705.25,2747.57,47647.405,4.19,0
2020-05-07 05-31-22 ,10500,107.9,196.6,0,-702.24,2750.58,47650.415,3.01,0
2020-05-07 05-31-23 ,10501,110.3,196.7,0,-698.48,2754.34,47654.175,3.76,0
2020-05-07 05-31-24 ,10502,108.2,196.3,0,-694.3,2758.52,47658.355,4.18,0
2020-05-07 05-31-25 ,10503,101.3,196.2,0,-689.82,2763,47662.835,4.48,0
2020-05-07 05-31-26 ,10504,108.4,196.6,0,-686.27,2766.55,47666.385,3.55,0
2020-05-07 05-31-27 ,10505,108.1,196.8,0,-683.71,2769.11,47668.945,2.56,0
2020-05-07 05-31-28 ,10506,109,196.7,0,-681.39,2771.43,47671.265,2.32,0
2020-05-07 05-31-29 ,10507,105.7,196.3,0,-676.99,2775.83,47675.665,4.4,0
2020-05-07 05-31-30 ,10508,100.7,196.2,0,-671.42,2781.4,47681.235,5.57,0
2020-05-07 05-31-31 ,10509,107.6,196.5,0,-668.03,2784.79,47684.625,3.39,0
2020-05-07 05-31-32 ,10510,107.3,196.6,0,-664.47,2788.35,47688.185,3.56,0
2020-05-07 05-31-33 ,10511,107.7,196.2,0,-661.13,2791.69,47691.525,3.34,0
2020-05-07 05-31-34 ,10512,104.7,196.1,0,-656.44,2796.38,47696.215,4.69,0
2020-05-07 05-31-35 ,10513,104.2,196,0,-651.89,2800.93,47700.765,4.55,0
2020-05-07 05-31-36 ,10514,108.6,196.4,0,-648.37,2804.45,47704.285,3.52,0
2020-05-07 05-31-37 ,10515,108.4,196.5,0,-645.61,2807.21,47707.045,2.76,0
2020-05-07 05-31-38 ,10516,107,196.2,0,-641.94,2810.88,47710.715,3.67,0
2020-05-07 05-31-39 ,10517,104.8,196.3,0,-637.22,2815.6,47715.435,4.72,0
2020-05-07 05-31-40 ,10518,103.3,196.3,0,-633.4,2819.42,47719.255,3.82,0
2020-05-07 05-31-41 ,10519,107,196.6,0,-631.82,2821,47720.835,1.58,0
2020-05-07 05-31-42 ,10520,105.4,196.5,0,-629.07,2823.75,47723.585,2.75,0
2020-05-07 05-31-43 ,10521,104.8,196.2,0,-624.57,2828.25,47728.085,4.5,0
2020-05-07 05-31-44 ,10522,103.1,196.1,0,-620.69,2832.13,47731.965,3.88,0
2020-05-07 05-31-45 ,10523,104.8,196.2,0,-617.87,2834.95,47734.785,2.82,0
2020-05-07 05-31-46 ,10524,106.3,196.5,0,-615.93,2836.89,47736.725,1.94,0
2020-05-07 05-31-47 ,10525,102.1,196.5,0,-613.99,2838.83,47738.665,1.94,0
